unusual,head,unusual geisha boy,378000,378000,credits
unusual,head,unusual fancy fedora,365000,365000,credits
unusual,head,''mmphmmphmph mmmph mmphmmph'',350000,350000,credits
unusual,head,unusual western wear,336000,336000,credits
unusual,head,unusual dead cone,333000,333000,credits
unusual,head,unusual magnificent mongolian,1512000,1512000,credits
unusual,head,unusual magnificent mongolian,301000,301000,credits
unusual,head,unusual backbiter's billycock,285000,285000,credits
unusual,head,unusual trophy belt,564000,564000,credits
unusual,head,unusual trophy belt,285000,285000,credits
unusual,head,unusual ol' geezer,279000,279000,credits
unique,misc,earbuds,275000,275000,credits
unusual,head,unusual frenchman's beret,275000,275000,credits
unusual,head,unusual crocleather slouch,1200000,1200000,credits
unusual,head,unusual crocleather slouch,275000,275000,credits
unusual,head,unusual industrial festivizer,264000,264000,credits
unusual,head,unusual glengarry bonnet,255000,255000,credits
unusual,head,unusual tam o' shanter,378000,378000,credits
unusual,head,unusual tam o' shanter,244500,244500,credits
genuine,misc,''bob the inflatible unicorn'',226385,226385,credits
genuine,misc,''pinkie pie pants party [ozfur]'',226385,226385,credits
genuine,misc,''smiley's pet floaticorn'',226385,226385,credits
genuine,misc,''[!?] purple people eater'',226385,226385,credits
genuine,misc,''balgruuf'',226385,226385,credits
genuine,misc,''conquest'',226385,226385,credits
genuine,misc,''ponyta'',226385,226385,credits
genuine,misc,''on a cross and arrow'',226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,genuine balloonicorn,226385,226385,credits
genuine,misc,''ze flying uberballoon!'',226385,226385,credits
unusual,head,unusual football helmet,630000,630000,credits
unusual,head,unusual football helmet,601000,601000,credits
unusual,head,unusual football helmet,220000,220000,credits
genuine,misc,genuine merc's pride scarf,171600,171600,credits
strange,primary,strange machina,151920,151920,credits
strange,primary,''drlarry's expert level bodyshotter'',151920,151920,credits
unique,misc,the bird-man of aberdeen #60,146000,146000,credits
genuine,head,''el che'',140890,140890,credits
genuine,head,genuine el jefe,140890,140890,credits
unique,secondary,the big kill,138945,138945,credits
unique,secondary,''the small kill'',138945,138945,credits
strange,primary,''the avenger'',131130,131130,credits
strange,primary,strange huntsman,131130,131130,credits
unique,misc,the apparatchik's apparel #48,128484,128484,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,''manatee hugger's second to last gift'',114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,misc,gentle manne's service medal,114330,114330,credits
unique,head,the tavish degroot experience #85,100000,100000,credits
strange,building,strange sapper,96965,96965,credits
strange,building,''shock and awe'',96965,96965,credits
unique,head,spine-chilling skull,92825,92825,credits
unique,head,spine-chilling skull,92825,92825,credits
unique,head,''my hat'',90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,head,bill's hat,90000,90000,credits
unique,misc,the merc medal #16,90000,90000,credits
genuine,melee,genuine maul,85500,85500,credits
genuine,melee,''scarlet's ban hammer'',85500,85500,credits
vintage,secondary,vintage lugermorph,83565,83565,credits
vintage,misc,vintage physician's procedure mask,72340,72340,credits
vintage,misc,vintage physician's procedure mask,72340,72340,credits
vintage,misc,vintage physician's procedure mask,72340,72340,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,head,vintage troublemaker's tossle cap,71020,71020,credits
vintage,melee,vintage half-zatoichi,66460,66460,credits
vintage,melee,''necras'',65585,65585,credits
vintage,melee,''&quot;requesta in peace&quot;'',65585,65585,credits
vintage,melee,vintage conniver's kunai,65585,65585,credits
strange,melee,strange holy mackerel,65475,65475,credits
strange,melee,''humiliated'',65475,65475,credits
unique,misc,the essential accessories,62545,62545,credits
unique,misc,the essential accessories,62545,62545,credits
unique,misc,the essential accessories,62545,62545,credits
unique,misc,the essential accessories,62545,62545,credits
unique,misc,the essential accessories,62545,62545,credits
unique,melee,the lollichop #97,60000,60000,credits
unique,misc,the teufort tooth kicker,59445,59445,credits
unique,melee,the neon annihilator #63,58000,58000,credits
unique,misc,the fast learner,54505,54505,credits
unique,misc,the fast learner,54505,54505,credits
genuine,misc,genuine doublecross-comm,54275,54275,credits
genuine,misc,genuine doublecross-comm,54275,54275,credits
strange,melee,strange ullapool caber,51795,51795,credits
genuine,head,genuine dashin' hashshashin,51795,51795,credits
genuine,head,genuine dashin' hashshashin,51795,51795,credits
unique,misc,the all-father,51060,51060,credits
unusual,melee,unusual horseless headless horsemann's headtaker,55500,55500,credits
unusual,melee,unusual horseless headless horsemann's headtaker,50000,50000,credits
genuine,misc,genuine ball-kicking boots,49500,49500,credits
genuine,misc,genuine ball-kicking boots,49500,49500,credits
genuine,misc,genuine ball-kicking boots,49500,49500,credits
genuine,melee,genuine sharp dresser,49500,49500,credits
unique,misc,the last breath,41135,41135,credits
unique,misc,the doublecross-comm,40500,40500,credits
strange,primary,strange grenade launcher,40430,40430,credits
strange,primary,strange grenade launcher,40430,40430,credits
unique,head,the ebenezer,40190,40190,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
vintage,misc,vintage whiskered gentleman,39375,39375,credits
genuine,head,genuine hero's tail,36810,36810,credits
genuine,head,genuine hero's tail,36810,36810,credits
genuine,head,genuine hero's tail,36810,36810,credits
vintage,melee,vintage amputator,36555,36555,credits
strange,primary,strange widowmaker,36035,36035,credits
genuine,head,''brittany's luscious locks'',34960,34960,credits
genuine,head,genuine battle bob,34960,34960,credits
genuine,misc,genuine wingstick,34230,34230,credits
genuine,melee,genuine three-rune blade,33610,33610,credits
genuine,primary,genuine original,33330,33330,credits
vintage,melee,''#tf_ullapoolcaber'',33305,33305,credits
vintage,melee,''me caber'',33305,33305,credits
vintage,melee,vintage ullapool caber,33305,33305,credits
genuine,misc,genuine quadwrangler,32430,32430,credits
strange,primary,strange minigun,30750,30750,credits
strange,primary,''sasha'',30750,30750,credits
genuine,head,genuine bushman's boonie,30745,30745,credits
genuine,head,genuine dragonborn helmet,30445,30445,credits
genuine,head,genuine point and shoot,29115,29115,credits
genuine,head,genuine aperture labs hard hat,28825,28825,credits
unique,tool,strange part: full moon kills,28800,28800,credits
unique,misc,the nine-pipe problem,28375,28375,credits
vintage,head,vintage texas ten gallon,27900,27900,credits
vintage,head,vintage hustler's hallmark,27450,27450,credits
vintage,head,vintage hustler's hallmark,27450,27450,credits
vintage,head,vintage hustler's hallmark,27450,27450,credits
vintage,head,vintage hustler's hallmark,27450,27450,credits
strange,primary,strange scattergun,26575,26575,credits
strange,primary,''the street sweeper'',26575,26575,credits
strange,primary,''metal masher'',26575,26575,credits
unique,tool,backpack expander,25765,25765,credits
unique,head,the dashin' hashshashin,25725,25725,credits
unique,head,the dashin' hashshashin,25725,25725,credits
unique,misc,apparition's aspect,25675,25675,credits
unique,misc,the outback intellectual,25225,25225,credits
unique,misc,the outback intellectual,25225,25225,credits
strange,melee,strange holiday punch,25225,25225,credits
genuine,misc,genuine deus specs,25170,25170,credits
vintage,head,vintage killer's kabuto,25105,25105,credits
vintage,head,vintage killer's kabuto,25105,25105,credits
vintage,head,vintage killer's kabuto,25105,25105,credits
vintage,head,"''??? ???? ???????,????? ??????.''",25105,25105,credits
unique,misc,the burning bongos,24920,24920,credits
genuine,head,genuine cross-comm express,24815,24815,credits
unique,action,taunt: the high five!,24140,24140,credits
unique,misc,the liquor locker,23720,23720,credits
genuine,head,genuine warsworn helmet,23680,23680,credits
genuine,head,genuine warsworn helmet,23680,23680,credits
genuine,head,genuine warsworn helmet,23680,23680,credits
unique,head,lumbricus lid,23420,23420,credits
unique,misc,the boston boom-bringer,23420,23420,credits
genuine,action,genuine noise maker - vuvuzela,23250,23250,credits
genuine,secondary,genuine righteous bison,22840,22840,credits
unique,tool,a distinctive lack of hue,22700,22700,credits
unique,tool,an extraordinary abundance of tinge,22695,22695,credits
genuine,head,genuine killer exclusive,22520,22520,credits
unique,misc,the texas half-pants,22520,22520,credits
unique,misc,the sneaky spats of sneaking,22520,22520,credits
genuine,misc,genuine noh mercy,22500,22500,credits
genuine,melee,genuine apoco-fists,21895,21895,credits
unique,head,the front runner,21620,21620,credits
unique,head,the front runner,21620,21620,credits
genuine,misc,genuine planeswalker goggles,21600,21600,credits
genuine,misc,genuine planeswalker goggles,21600,21600,credits
genuine,misc,genuine planeswalker goggles,21600,21600,credits
vintage,head,vintage hound dog,20700,20700,credits
genuine,head,genuine conjurer's cowl,20465,20465,credits
genuine,head,genuine conjurer's cowl,20465,20465,credits
genuine,head,genuine conjurer's cowl,20465,20465,credits
genuine,head,genuine conjurer's cowl,20465,20465,credits
genuine,head,genuine conjurer's cowl,20465,20465,credits
unique,head,the team captain,20360,20360,credits
vintage,head,vintage tyrant's helm,20165,20165,credits
vintage,head,vintage tyrant's helm,20165,20165,credits
vintage,head,vintage tyrant's helm,20165,20165,credits
vintage,head,''viking helmet'',20165,20165,credits
unique,misc,the balloonicorn,19820,19820,credits
genuine,head,genuine hero's hachimaki,19505,19505,credits
genuine,head,genuine hero's hachimaki,19505,19505,credits
strange,secondary,strange mantreads,19415,19415,credits
genuine,head,genuine samur-eye,19190,19190,credits
genuine,misc,genuine merc medal,19045,19045,credits
unique,misc,lord cockswain's novelty mutton chops and pipe,18920,18920,credits
unique,misc,dr. whoa,18920,18920,credits
genuine,head,genuine bolgan,18610,18610,credits
unique,misc,the toss-proof towel,18515,18515,credits
genuine,misc,genuine scrap pack,18315,18315,credits
genuine,misc,genuine scrap pack,18315,18315,credits
genuine,misc,genuine scrap pack,18315,18315,credits
genuine,misc,genuine sign of the wolf's school,18240,18240,credits
genuine,head,genuine anger,18020,18020,credits
vintage,melee,vintage sun-on-a-stick,18000,18000,credits
unique,tool,strange part: headshot kills,18000,18000,credits
vintage,melee,vintage sharpened volcano fragment,16910,16910,credits
unique,action,taunt: the schadenfreude,16580,16580,credits
genuine,misc,genuine cold war luchador,16580,16580,credits
genuine,misc,genuine cold war luchador,16580,16580,credits
unique,misc,the itsy bitsy spyer,16580,16580,credits
unique,misc,the brainiac hairpiece,16285,16285,credits
unique,misc,sight for sore eyes,16085,16085,credits
vintage,head,vintage ze goggles,15495,15495,credits
unique,head,the void monk hair,15490,15490,credits
vintage,primary,vintage crusader's crossbow,15315,15315,credits
vintage,secondary,vintage buffalo steak sandvich,15315,15315,credits
vintage,primary,''nana nenem'',15315,15315,credits
vintage,primary,vintage brass beast,15315,15315,credits
unique,tool,strange part: buildings destroyed,15300,15300,credits
strange,secondary,strange medi gun,15280,15280,credits
strange,secondary,''the team'',15280,15280,credits
strange,secondary,''nyan medic gun :d'',15280,15280,credits
strange,primary,strange degreaser,15035,15035,credits
vintage,head,vintage hotrod,14985,14985,credits
vintage,head,vintage gentleman's gatsby,14985,14985,credits
vintage,head,vintage gentleman's gatsby,14985,14985,credits
vintage,head,vintage gentleman's gatsby,14985,14985,credits
vintage,head,vintage fancy fedora,14985,14985,credits
genuine,misc,genuine mark of the saint,14925,14925,credits
unique,head,the point and shoot,14915,14915,credits
unique,secondary,festive medi gun,14820,14820,credits
unique,misc,the tribal bones,14650,14650,credits
unique,head,the grenadier helm,14570,14570,credits
vintage,primary,vintage loch-n-load,14415,14415,credits
unique,misc,the surgeon's side satchel,14370,14370,credits
unique,misc,the surgeon's side satchel,14370,14370,credits
unique,primary,festive rocket launcher,14245,14245,credits
unique,misc,fancy dress uniform,14140,14140,credits
unique,head,the hero's tail,14060,14060,credits
unique,head,the el jefe,14060,14060,credits
unique,head,the el jefe,14060,14060,credits
vintage,melee,vintage warrior's spirit,14010,14010,credits
vintage,melee,''fist patrol'',14010,14010,credits
unique,head,the cross-comm express,13630,13630,credits
strange,melee,strange your eternal reward,13620,13620,credits
strange,melee,''surprise butt secks'',13620,13620,credits
strange,melee,''sipulin leikkuri'',13620,13620,credits
vintage,head,vintage brigade helm,13515,13515,credits
vintage,head,vintage brigade helm,13515,13515,credits
genuine,misc,genuine purity fist,12975,12975,credits
unique,primary,festive sniper rifle,12920,12920,credits
unique,head,familiar fez,12885,12885,credits
unique,head,the bubble pipe,12795,12795,credits
unique,head,the surgeon's stahlhelm,12600,12600,credits
unique,misc,the ornament armament,12600,12600,credits
unique,head,the ninja cowl,12520,12520,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,vintage shooter's sola topi,12315,12315,credits
vintage,head,''van pelt's pilfered pith'',12315,12315,credits
genuine,melee,genuine half-zatoichi,12160,12160,credits
unique,tool,team spirit,11890,11890,credits
unique,head,the head warmer,11830,11830,credits
genuine,head,genuine cross-comm crash helmet,11710,11710,credits
vintage,head,vintage whoopee cap,11680,11680,credits
vintage,head,vintage noble amassment of hats,11390,11390,credits
unique,misc,rogue's col roule,11350,11350,credits
unique,misc,the deus specs,11350,11350,credits
unique,misc,the cremator's conscience,11350,11350,credits
unique,head,the warsworn helmet,11350,11350,credits
vintage,head,vintage frenchman's beret,11250,11250,credits
unique,tool,mann co. supply crate key,11200,11200,credits
unique,misc,physician's procedure mask,11190,11190,credits
unique,tool,after eight,11095,11095,credits
vintage,head,vintage ye olde baker boy,11080,11080,credits
unique,tool,an air of debonair,11050,11050,credits
genuine,head,genuine planeswalker helm,10940,10940,credits
genuine,head,genuine mask of the shaman,10910,10910,credits
genuine,head,genuine war head,10900,10900,credits
unique,tool,gift wrap,10860,10860,credits
genuine,misc,genuine professor's pineapple,10810,10810,credits
genuine,misc,genuine professor's pineapple,10810,10810,credits
unique,head,the battle bob,10745,10745,credits
unique,head,the backwards ballcap,10555,10555,credits
vintage,head,vintage backbiter's billycock,10485,10485,credits
vintage,head,vintage backbiter's billycock,10485,10485,credits
vintage,head,vintage backbiter's billycock,10485,10485,credits
vintage,head,vintage backbiter's billycock,10485,10485,credits
vintage,head,vintage baseball bill's sports shine,10485,10485,credits
vintage,head,vintage tippler's tricorne,10485,10485,credits
vintage,head,vintage demoman's fro,10485,10485,credits
vintage,head,vintage trophy belt,10485,10485,credits
vintage,head,vintage trophy belt,10485,10485,credits
vintage,head,vintage trophy belt,10485,10485,credits
unique,tool,strange part: projectiles reflected,10485,10485,credits
vintage,head,vintage tough guy's toque,10485,10485,credits
unique,misc,teddy roosebelt,10455,10455,credits
unique,tool,the value of teamwork,10180,10180,credits
unique,head,the anger,10180,10180,credits
unique,head,the anger,10180,10180,credits
unique,head,the anger,10180,10180,credits
unique,melee,festive knife,10070,10070,credits
unique,head,the infernal impaler,10065,10065,credits
unique,misc,villain's veil,10050,10050,credits
unique,misc,blighted beak,9890,9890,credits
unique,head,''tuque'',9770,9770,credits
unique,head,troublemaker's tossle cap,9770,9770,credits
unique,head,troublemaker's tossle cap,9770,9770,credits
unique,head,the attendant,9670,9670,credits
vintage,head,vintage bloke's bucket hat,9645,9645,credits
vintage,head,vintage bloke's bucket hat,9645,9645,credits
vintage,head,vintage bloke's bucket hat,9645,9645,credits
vintage,head,vintage prussian pickelhaube,9605,9605,credits
vintage,head,vintage prussian pickelhaube,9605,9605,credits
unique,primary,festive flame thrower,9605,9605,credits
unique,secondary,festive stickybomb launcher,9605,9605,credits
unique,melee,festive wrench,9605,9605,credits
unique,tool,pink as hell,9590,9590,credits
unique,tool,strange part: domination kills,9590,9590,credits
vintage,head,vintage stainless pot,9550,9550,credits
vintage,head,vintage batter's helmet,9530,9530,credits
vintage,head,vintage batter's helmet,9530,9530,credits
vintage,head,vintage respectless rubber glove,9515,9515,credits
unique,misc,a whiff of the old brimstone,9505,9505,credits
unique,misc,flair!,9505,9505,credits
vintage,head,vintage bonk helm,9490,9490,credits
strange,primary,strange rainblower,9460,9460,credits
vintage,head,vintage ritzy rick's hair fixative,9425,9425,credits
vintage,head,vintage ritzy rick's hair fixative,9425,9425,credits
genuine,melee,genuine sharpened volcano fragment,9420,9420,credits
unique,head,hero's hachimaki,9305,9305,credits
unique,misc,the planeswalker goggles,9305,9305,credits
unique,misc,the planeswalker goggles,9305,9305,credits
unique,misc,the planeswalker goggles,9305,9305,credits
unique,misc,the planeswalker goggles,9305,9305,credits
unique,misc,the bird-man of aberdeen,9305,9305,credits
unique,misc,the moonman backpack,9295,9295,credits
unique,misc,the surgeon's stethoscope,9295,9295,credits
unique,head,the brown bomber,9295,9295,credits
unique,misc,the scrap pack,9295,9295,credits
genuine,head,genuine geisha boy,9150,9150,credits
vintage,head,vintage engineer's cap,9145,9145,credits
vintage,head,vintage engineer's cap,9145,9145,credits
vintage,head,vintage texas slim's dome shine,9120,9120,credits
unique,tool,the bitter taste of defeat and lime,9110,9110,credits
unique,misc,the made man,9015,9015,credits
genuine,misc,genuine pip-boy,9015,9015,credits
genuine,head,genuine dread knot,9010,9010,credits
genuine,misc,genuine bolgan family crest,9010,9010,credits
unique,misc,security shades,9000,9000,credits
genuine,primary,genuine machina,8980,8980,credits
vintage,head,vintage pyro's beanie,8920,8920,credits
vintage,head,vintage otolaryngologist's mirror,8890,8890,credits
vintage,head,vintage mining light,8835,8835,credits
vintage,head,vintage professional's panama,8820,8820,credits
vintage,head,vintage football helmet,8820,8820,credits
vintage,head,vintage football helmet,8820,8820,credits
vintage,head,vintage football helmet,8820,8820,credits
vintage,head,vintage football helmet,8820,8820,credits
vintage,head,vintage football helmet,8820,8820,credits
unique,head,the bolgan,8705,8705,credits
vintage,head,vintage glengarry bonnet,8700,8700,credits
strange,secondary,strange ambassador,8645,8645,credits
unique,head,the waxy wayfinder,8585,8585,credits
vintage,misc,vintage camera beard,8520,8520,credits
unique,head,ol' snaggletooth,8520,8520,credits
unique,head,hottie's hoodie,8520,8520,credits
unique,action,taunt: the meet the medic,8520,8520,credits
unique,misc,the builder's blueprints,8520,8520,credits
unique,misc,the builder's blueprints,8520,8520,credits
unique,head,the killer exclusive,8390,8390,credits
unique,melee,the apoco-fists,8390,8390,credits
unique,tool,operator's overalls,8370,8370,credits
unique,misc,pocket medic,8345,8345,credits
unique,head,the buccaneer's bicorne,8345,8345,credits
unique,melee,the sharp dresser,8345,8345,credits
unique,misc,aladdin's private reserve,8345,8345,credits
unique,head,the conjurer's cowl,8320,8320,credits
unique,head,the conjurer's cowl,8320,8320,credits
unique,head,the conjurer's cowl,8320,8320,credits
unique,head,your worst nightmare,8290,8290,credits
unique,head,charmer's chapeau,8170,8170,credits
genuine,melee,genuine conniver's kunai,8140,8140,credits
unique,head,vintage merryweather,8080,8080,credits
unique,head,desert marauder,8080,8080,credits
unique,tool,strange part: heavies killed,8080,8080,credits
unique,tool,cream spirit,8045,8045,credits
genuine,head,genuine company man,8045,8045,credits
strange,device,strange dead ringer,8045,8045,credits
unique,head,the virtual reality headset,8045,8045,credits
unique,misc,the spectre's spectacles,8045,8045,credits
unique,misc,the spectre's spectacles,8045,8045,credits
unique,misc,the stereoscopic shades,8045,8045,credits
unique,head,the fruit shoot,8045,8045,credits
unique,melee,the maul,7985,7985,credits
strange,primary,strange sniper rifle,7945,7945,credits
unique,misc,clan pride,7865,7865,credits
genuine,misc,genuine companion cube pin,7840,7840,credits
unique,misc,the sandvich safe,7840,7840,credits
genuine,melee,genuine fan o'war,7800,7800,credits
unique,tool,strange part: gib kills,7785,7785,credits
unique,head,the lucky shot,7765,7765,credits
unique,misc,the jingle belt,7745,7745,credits
genuine,secondary,genuine concheror,7680,7680,credits
unique,misc,resurrection associate pin,7580,7580,credits
unique,head,the bushman's boonie,7570,7570,credits
unique,misc,le party phantom,7565,7565,credits
genuine,melee,genuine sun-on-a-stick,7565,7565,credits
unique,misc,the noh mercy,7565,7565,credits
unique,misc,bonk boy,7565,7565,credits
unique,head,the dragonborn helmet,7565,7565,credits
unique,misc,the brainiac goggles,7565,7565,credits
unique,head,the flamboyant flamenco,7565,7565,credits
unique,misc,pyrovision goggles,7565,7565,credits
unique,misc,the infernal orchestrina,7530,7530,credits
unique,head,vintage tyrolean,7470,7470,credits
unique,melee,three-rune blade,7470,7470,credits
genuine,action,genuine noise maker - koto,7440,7440,credits
unique,head,the planeswalker helm,7270,7270,credits
genuine,head,genuine nanobalaclava,7265,7265,credits
unique,misc,whiskered gentleman,7260,7260,credits
