http://backpack.tf/vote/id/5027d1029ae21ae273000002,unusual,blizzardy storm birdcage,up 31.62 ref from 1.92 buds
http://backpack.tf/vote/id/502cb5149ae21a8040000000,unique,tour of duty ticket,first price set
http://backpack.tf/vote/id/502913789ae21ace17000000,unusual,cloudy moon sultan's ceremonial,up 3.52 buds from 4.48 buds
http://backpack.tf/vote/id/502912089ae21ad10c000000,unusual,cloudy moon private eye,up 1.86 buds from 8.14 buds
http://backpack.tf/vote/id/5022c2629ae21a3d50000001,unusual,searing plasma cosa nostra cap,up 62.94 ref from 1.74 buds
http://backpack.tf/vote/id/502d38b79ae21a5855000000,unique,power up canteen,first price set
http://backpack.tf/vote/id/502d3a059ae21a945c000000,unique,voodoo juju,up 11 ref from 55 ref
http://backpack.tf/vote/id/502c12289ae21a762d000000,unusual,stormy storm big elfin deal,down 3.23 buds from 5.23 buds
http://backpack.tf/vote/id/502c07c59ae21ac47c000000,unusual,purple confetti virtual reality headset,up 10.12 ref from 66.13 ref
http://backpack.tf/vote/id/502b67749ae21ab443000000,unusual,orbiting fire hat with no name,up 50.19 ref from 1.74 buds
http://backpack.tf/vote/id/502b20d09ae21a3a4b000000,unusual,cloudy moon big country,up 3.64 buds from 4.36 buds
http://backpack.tf/vote/id/502c42589ae21a3926000000,unusual,vivid plasma sober stuntman,down 11.84 ref from 2.18 buds
http://backpack.tf/vote/id/502c42349ae21ab222000000,unusual,blizzardy storm sober stuntman,down 40.73 ref from 2.61 buds
http://backpack.tf/vote/id/502d338c9ae21aae3c000000,unique,squad surplus voucher,first price set
